index,datetime,occupants_t,hour,minute,day_of_week,is_weekend,is_working_hour,occupants_t,occupants_t_minus_30min,occupants_t_minus_1h,occupants_t_minus_1.5h,occupants_t_minus_2h
27,2006-01-01 04:30:00,12.856352262103332,4,30,6,1,0,12.856352262103332,12.916881016508082,12.973858914777768,13.026190398268994,13.072802898498878
28,2006-01-01 04:40:00,12.835571536447596,4,40,6,1,0,12.835571536447596,12.897045738396628,12.95532834350281,13.00933015795044,13.05796440731548
29,2006-01-01 04:50:00,12.814550883993764,4,50,6,1,0,12.814550883993764,12.87685638427902,12.936322094976646,12.991873015250375,13.042414553568412
30,2006-01-01 05:00:00,12.793325134009685,5,0,6,1,0,12.793325134009685,12.856352262103332,12.916881016508082,12.973858914777768,13.026190398268994
31,2006-01-01 05:10:00,12.771926894686942,5,10,6,1,0,12.771926894686942,12.835571536447596,12.897045738396628,12.95532834350281,13.00933015795044
32,2006-01-01 05:20:00,12.75038616494901,5,20,6,1,0,12.75038616494901,12.814550883993764,12.87685638427902,12.936322094976646,12.991873015250375
33,2006-01-01 05:30:00,12.728729930801734,5,30,6,1,0,12.728729930801734,12.793325134009685,12.856352262103332,12.916881016508082,12.973858914777768
34,2006-01-01 05:40:00,12.706981745033584,5,40,6,1,0,12.706981745033584,12.771926894686942,12.835571536447596,12.897045738396628,12.95532834350281
35,2006-01-01 05:50:00,12.685161289536715,5,50,6,1,0,12.685161289536715,12.75038616494901,12.814550883993764,12.87685638427902,12.936322094976646
36,2006-01-01 06:00:00,12.66328393903467,6,0,6,1,0,12.66328393903467,12.728729930801734,12.793325134009685,12.856352262103332,12.916881016508082
37,2006-01-01 06:10:00,12.641360512026708,6,10,6,1,0,12.641360512026708,12.706981745033584,12.771926894686942,12.835571536447596,12.897045738396628
38,2006-01-01 06:20:00,12.619397787178173,6,20,6,1,0,12.619397787178173,12.685161289536715,12.75038616494901,12.814550883993764,12.87685638427902
39,2006-01-01 06:30:00,12.597400147783889,6,30,6,1,0,12.597400147783889,12.66328393903467,12.728729930801734,12.793325134009685,12.856352262103332
40,2006-01-01 06:40:00,12.575371476933064,6,40,6,1,0,12.575371476933064,12.641360512026708,12.706981745033584,12.771926894686942,12.835571536447596
41,2006-01-01 06:50:00,12.553316082302064,6,50,6,1,0,12.553316082302064,12.619397787178173,12.685161289536715,12.75038616494901,12.814550883993764
42,2006-01-01 07:00:00,14.335108264977883,7,0,6,1,0,14.335108264977883,12.597400147783889,12.66328393903467,12.728729930801734,12.793325134009685
43,2006-01-01 07:10:00,23.22396752242402,7,10,6,1,0,23.22396752242402,12.575371476933064,12.641360512026708,12.706981745033584,12.771926894686942
44,2006-01-01 07:20:00,45.928366363806546,7,20,6,1,0,45.928366363806546,12.553316082302064,12.619397787178173,12.685161289536715,12.75038616494901
45,2006-01-01 07:30:00,68.52404222993498,7,30,6,1,0,68.52404222993498,14.335108264977883,12.597400147783889,12.66328393903467,12.728729930801734
46,2006-01-01 07:40:00,77.75556378232764,7,40,6,1,0,77.75556378232764,23.22396752242402,12.575371476933064,12.641360512026708,12.706981745033584
47,2006-01-01 07:50:00,77.40693090843115,7,50,6,1,0,77.40693090843115,45.928366363806546,12.553316082302064,12.619397787178173,12.685161289536715
48,2006-01-01 08:00:00,74.68642587004604,8,0,6,1,1,74.68642587004604,68.52404222993498,14.335108264977883,12.597400147783889,12.66328393903467
49,2006-01-01 08:10:00,74.07301917760024,8,10,6,1,1,74.07301917760024,77.75556378232764,23.22396752242402,12.575371476933064,12.641360512026708
50,2006-01-01 08:20:00,76.2405831536773,8,20,6,1,1,76.2405831536773,77.40693090843115,45.928366363806546,12.553316082302064,12.619397787178173
51,2006-01-01 08:30:00,76.13915567054121,8,30,6,1,1,76.13915567054121,74.68642587004604,68.52404222993498,14.335108264977883,12.597400147783889
52,2006-01-01 08:40:00,74.86994928192424,8,40,6,1,1,74.86994928192424,74.07301917760024,77.75556378232764,23.22396752242402,12.575371476933064
53,2006-01-01 08:50:00,76.5312106852631,8,50,6,1,1,76.5312106852631,76.2405831536773,77.40693090843115,45.928366363806546,12.553316082302064
54,2006-01-01 09:00:00,76.40987872896048,9,0,6,1,1,76.40987872896048,76.13915567054121,74.68642587004604,68.52404222993498,14.335108264977883
55,2006-01-01 09:10:00,77.67355805033682,9,10,6,1,1,77.67355805033682,74.86994928192424,74.07301917760024,77.75556378232764,23.22396752242402
56,2006-01-01 09:20:00,74.98246550533773,9,20,6,1,1,74.98246550533773,76.5312106852631,76.2405831536773,77.40693090843115,45.928366363806546
57,2006-01-01 09:30:00,75.12290046691994,9,30,6,1,1,75.12290046691994,76.40987872896048,76.13915567054121,74.68642587004604,68.52404222993498
58,2006-01-01 09:40:00,75.42254405672001,9,40,6,1,1,75.42254405672001,77.67355805033682,74.86994928192424,74.07301917760024,77.75556378232764
59,2006-01-01 09:50:00,72.30208127636655,9,50,6,1,1,72.30208127636655,74.98246550533773,76.5312106852631,76.2405831536773,77.40693090843115
60,2006-01-01 10:00:00,71.40905701634765,10,0,6,1,1,71.40905701634765,75.12290046691994,76.40987872896048,76.13915567054121,74.68642587004604
61,2006-01-01 10:10:00,67.98340247703003,10,10,6,1,1,67.98340247703003,75.42254405672001,77.67355805033682,74.86994928192424,74.07301917760024
62,2006-01-01 10:20:00,65.40860602713485,10,20,6,1,1,65.40860602713485,72.30208127636655,74.98246550533773,76.5312106852631,76.2405831536773
63,2006-01-01 10:30:00,58.032733019051705,10,30,6,1,1,58.032733019051705,71.40905701634765,75.12290046691994,76.40987872896048,76.13915567054121
64,2006-01-01 10:40:00,52.97559119382986,10,40,6,1,1,52.97559119382986,67.98340247703003,75.42254405672001,77.67355805033682,74.86994928192424
65,2006-01-01 10:50:00,47.05280255778533,10,50,6,1,1,47.05280255778533,65.40860602713485,72.30208127636655,74.98246550533773,76.5312106852631
66,2006-01-01 11:00:00,44.10928988135756,11,0,6,1,1,44.10928988135756,58.032733019051705,71.40905701634765,75.12290046691994,76.40987872896048
67,2006-01-01 11:10:00,42.93663136117506,11,10,6,1,1,42.93663136117506,52.97559119382986,67.98340247703003,75.42254405672001,77.67355805033682
68,2006-01-01 11:20:00,43.35889681536861,11,20,6,1,1,43.35889681536861,47.05280255778533,65.40860602713485,72.30208127636655,74.98246550533773
69,2006-01-01 11:30:00,47.2775546498296,11,30,6,1,1,47.2775546498296,44.10928988135756,58.032733019051705,71.40905701634765,75.12290046691994
70,2006-01-01 11:40:00,53.83065032878902,11,40,6,1,1,53.83065032878902,42.93663136117506,52.97559119382986,67.98340247703003,75.42254405672001
71,2006-01-01 11:50:00,59.2561127110817,11,50,6,1,1,59.2561127110817,43.35889681536861,47.05280255778533,65.40860602713485,72.30208127636655
72,2006-01-01 12:00:00,65.08142890913338,12,0,6,1,1,65.08142890913338,47.2775546498296,44.10928988135756,58.032733019051705,71.40905701634765
73,2006-01-01 12:10:00,68.72379941582943,12,10,6,1,1,68.72379941582943,53.83065032878902,42.93663136117506,52.97559119382986,67.98340247703003
74,2006-01-01 12:20:00,70.12794933706331,12,20,6,1,1,70.12794933706331,59.2561127110817,43.35889681536861,47.05280255778533,65.40860602713485
75,2006-01-01 12:30:00,72.48131328095775,12,30,6,1,1,72.48131328095775,65.08142890913338,47.2775546498296,44.10928988135756,58.032733019051705
76,2006-01-01 12:40:00,75.0889573203296,12,40,6,1,1,75.0889573203296,68.72379941582943,53.83065032878902,42.93663136117506,52.97559119382986
77,2006-01-01 12:50:00,73.39319684718244,12,50,6,1,1,73.39319684718244,70.12794933706331,59.2561127110817,43.35889681536861,47.05280255778533
78,2006-01-01 13:00:00,73.26264600824028,13,0,6,1,1,73.26264600824028,72.48131328095775,65.08142890913338,47.2775546498296,44.10928988135756
79,2006-01-01 13:10:00,72.7227314725215,13,10,6,1,1,72.7227314725215,75.0889573203296,68.72379941582943,53.83065032878902,42.93663136117506
80,2006-01-01 13:20:00,76.20873092817607,13,20,6,1,1,76.20873092817607,73.39319684718244,70.12794933706331,59.2561127110817,43.35889681536861
81,2006-01-01 13:30:00,75.74021272035432,13,30,6,1,1,75.74021272035432,73.26264600824028,72.48131328095775,65.08142890913338,47.2775546498296
82,2006-01-01 13:40:00,74.9594019592098,13,40,6,1,1,74.9594019592098,72.7227314725215,75.0889573203296,68.72379941582943,53.83065032878902
83,2006-01-01 13:50:00,73.88209579461983,13,50,6,1,1,73.88209579461983,76.20873092817607,73.39319684718244,70.12794933706331,59.2561127110817
84,2006-01-01 14:00:00,74.7017262996733,14,0,6,1,1,74.7017262996733,75.74021272035432,73.26264600824028,72.48131328095775,65.08142890913338
85,2006-01-01 14:10:00,73.91300223060307,14,10,6,1,1,73.91300223060307,74.9594019592098,72.7227314725215,75.0889573203296,68.72379941582943
86,2006-01-01 14:20:00,71.79026216454545,14,20,6,1,1,71.79026216454545,73.88209579461983,76.20873092817607,73.39319684718244,70.12794933706331
87,2006-01-01 14:30:00,72.22666934839577,14,30,6,1,1,72.22666934839577,74.7017262996733,75.74021272035432,73.26264600824028,72.48131328095775
88,2006-01-01 14:40:00,72.52581276536952,14,40,6,1,1,72.52581276536952,73.91300223060307,74.9594019592098,72.7227314725215,75.0889573203296
89,2006-01-01 14:50:00,73.16042365206101,14,50,6,1,1,73.16042365206101,71.79026216454545,73.88209579461983,76.20873092817607,73.39319684718244
90,2006-01-01 15:00:00,72.7908987236022,15,0,6,1,1,72.7908987236022,72.22666934839577,74.7017262996733,75.74021272035432,73.26264600824028
91,2006-01-01 15:10:00,72.4781779782374,15,10,6,1,1,72.4781779782374,72.52581276536952,73.91300223060307,74.9594019592098,72.7227314725215
92,2006-01-01 15:20:00,72.73795900305487,15,20,6,1,1,72.73795900305487,73.16042365206101,71.79026216454545,73.88209579461983,76.20873092817607
93,2006-01-01 15:30:00,72.59755391848903,15,30,6,1,1,72.59755391848903,72.7908987236022,72.22666934839577,74.7017262996733,75.74021272035432
94,2006-01-01 15:40:00,73.27907980437729,15,40,6,1,1,73.27907980437729,72.4781779782374,72.52581276536952,73.91300223060307,74.9594019592098
95,2006-01-01 15:50:00,72.64971216559096,15,50,6,1,1,72.64971216559096,72.73795900305487,73.16042365206101,71.79026216454545,73.88209579461983
96,2006-01-01 16:00:00,72.8002946685865,16,0,6,1,1,72.8002946685865,72.59755391848903,72.7908987236022,72.22666934839577,74.7017262996733
97,2006-01-01 16:10:00,64.20932470503047,16,10,6,1,1,64.20932470503047,73.27907980437729,72.4781779782374,72.52581276536952,73.91300223060307
98,2006-01-01 16:20:00,41.28774862587752,16,20,6,1,1,41.28774862587752,72.64971216559096,72.73795900305487,73.16042365206101,71.79026216454545
99,2006-01-01 16:30:00,21.800463420526935,16,30,6,1,1,21.800463420526935,72.8002946685865,72.59755391848903,72.7908987236022,72.22666934839577
100,2006-01-01 16:40:00,12.46493680125434,16,40,6,1,1,12.46493680125434,64.20932470503047,73.27907980437729,72.4781779782374,72.52581276536952
101,2006-01-01 16:50:00,10.963878538812596,16,50,6,1,1,10.963878538812596,41.28774862587752,72.64971216559096,72.73795900305487,73.16042365206101
102,2006-01-01 17:00:00,10.921706939085876,17,0,6,1,1,10.921706939085876,21.800463420526935,72.8002946685865,72.59755391848903,72.7908987236022
103,2006-01-01 17:10:00,10.878705123233278,17,10,6,1,1,10.878705123233278,12.46493680125434,64.20932470503047,73.27907980437729,72.4781779782374
104,2006-01-01 17:20:00,10.83486941126285,17,20,6,1,1,10.83486941126285,10.963878538812596,41.28774862587752,72.64971216559096,72.73795900305487
105,2006-01-01 17:30:00,10.790196692448884,17,30,6,1,1,10.790196692448884,10.921706939085876,21.800463420526935,72.8002946685865,72.59755391848903
106,2006-01-01 17:40:00,10.74468411093696,17,40,6,1,1,10.74468411093696,10.878705123233278,12.46493680125434,64.20932470503047,73.27907980437729
107,2006-01-01 17:50:00,10.698328612766495,17,50,6,1,1,10.698328612766495,10.83486941126285,10.963878538812596,41.28774862587752,72.64971216559096
108,2006-01-01 18:00:00,10.651126456142066,18,0,6,1,0,10.651126456142066,10.790196692448884,10.921706939085876,21.800463420526935,72.8002946685865
109,2006-01-01 18:10:00,10.603073034354251,18,10,6,1,0,10.603073034354251,10.74468411093696,10.878705123233278,12.46493680125434,64.20932470503047
110,2006-01-01 18:20:00,10.55416295048884,18,20,6,1,0,10.55416295048884,10.698328612766495,10.83486941126285,10.963878538812596,41.28774862587752
111,2006-01-01 18:30:00,10.504390163848807,18,30,6,1,0,10.504390163848807,10.651126456142066,10.790196692448884,10.921706939085876,21.800463420526935
112,2006-01-01 18:40:00,10.453748141370976,18,40,6,1,0,10.453748141370976,10.603073034354251,10.74468411093696,10.878705123233278,12.46493680125434
113,2006-01-01 18:50:00,10.402230005011916,18,50,6,1,0,10.402230005011916,10.55416295048884,10.698328612766495,10.83486941126285,10.963878538812596
114,2006-01-01 19:00:00,10.34982867531692,19,0,6,1,0,10.34982867531692,10.504390163848807,10.651126456142066,10.790196692448884,10.921706939085876
115,2006-01-01 19:10:00,10.296537011964254,19,10,6,1,0,10.296537011964254,10.453748141370976,10.603073034354251,10.74468411093696,10.878705123233278
116,2006-01-01 19:20:00,10.242347951956331,19,20,6,1,0,10.242347951956331,10.402230005011916,10.55416295048884,10.698328612766495,10.83486941126285
117,2006-01-01 19:30:00,10.187254645794804,19,30,6,1,0,10.187254645794804,10.34982867531692,10.504390163848807,10.651126456142066,10.790196692448884
118,2006-01-01 19:40:00,10.131250590955922,19,40,6,1,0,10.131250590955922,10.296537011964254,10.453748141370976,10.603073034354251,10.74468411093696
119,2006-01-01 19:50:00,10.074329760968268,19,50,6,1,0,10.074329760968268,10.242347951956331,10.402230005011916,10.55416295048884,10.698328612766495
120,2006-01-01 20:00:00,10.0164867283098,20,0,6,1,0,10.0164867283098,10.187254645794804,10.34982867531692,10.504390163848807,10.651126456142066
121,2006-01-01 20:10:00,9.957716780143176,20,10,6,1,0,9.957716780143176,10.131250590955922,10.296537011964254,10.453748141370976,10.603073034354251
122,2006-01-01 20:20:00,9.898016026717908,20,20,6,1,0,9.898016026717908,10.074329760968268,10.242347951956331,10.402230005011916,10.55416295048884
123,2006-01-01 20:30:00,9.837381502787723,20,30,6,1,0,9.837381502787723,10.0164867283098,10.187254645794804,10.34982867531692,10.504390163848807
124,2006-01-01 20:40:00,9.775811262279491,20,40,6,1,0,9.775811262279491,9.957716780143176,10.131250590955922,10.296537011964254,10.453748141370976
125,2006-01-01 20:50:00,9.713304466515066,20,50,6,1,0,9.713304466515066,9.898016026717908,10.074329760968268,10.242347951956331,10.402230005011916
126,2006-01-01 21:00:00,9.649861466133686,21,0,6,1,0,9.649861466133686,9.837381502787723,10.0164867283098,10.187254645794804,10.34982867531692
127,2006-01-01 21:10:00,9.585483876824306,21,10,6,1,0,9.585483876824306,9.775811262279491,9.957716780143176,10.131250590955922,10.296537011964254
128,2006-01-01 21:20:00,9.520174648995816,21,20,6,1,0,9.520174648995816,9.713304466515066,9.898016026717908,10.074329760968268,10.242347951956331
129,2006-01-01 21:30:00,9.453938131342875,21,30,6,1,0,9.453938131342875,9.649861466133686,9.837381502787723,10.0164867283098,10.187254645794804
130,2006-01-01 21:40:00,9.386780128326514,21,40,6,1,0,9.386780128326514,9.585483876824306,9.775811262279491,9.957716780143176,10.131250590955922
131,2006-01-01 21:50:00,9.318707951494446,21,50,6,1,0,9.318707951494446,9.520174648995816,9.713304466515066,9.898016026717908,10.074329760968268
132,2006-01-01 22:00:00,9.249730464735908,22,0,6,1,0,9.249730464735908,9.453938131342875,9.649861466133686,9.837381502787723,10.0164867283098
133,2006-01-01 22:10:00,9.17985812345757,22,10,6,1,0,9.17985812345757,9.386780128326514,9.585483876824306,9.775811262279491,9.957716780143176
134,2006-01-01 22:20:00,9.109103007712708,22,20,6,1,0,9.109103007712708,9.318707951494446,9.520174648995816,9.713304466515066,9.898016026717908
135,2006-01-01 22:30:00,9.037478849382008,22,30,6,1,0,9.037478849382008,9.249730464735908,9.453938131342875,9.649861466133686,9.837381502787723
136,2006-01-01 22:40:00,8.965001053324439,22,40,6,1,0,8.965001053324439,9.17985812345757,9.386780128326514,9.585483876824306,9.775811262279491
137,2006-01-01 22:50:00,8.89168671260402,22,50,6,1,0,8.89168671260402,9.109103007712708,9.318707951494446,9.520174648995816,9.713304466515066
138,2006-01-01 23:00:00,8.817554618091155,23,0,6,1,0,8.817554618091155,9.037478849382008,9.249730464735908,9.453938131342875,9.649861466133686
139,2006-01-01 23:10:00,8.742625262972844,23,10,6,1,0,8.742625262972844,8.965001053324439,9.17985812345757,9.386780128326514,9.585483876824306
140,2006-01-01 23:20:00,8.666920842956923,23,20,6,1,0,8.666920842956923,8.89168671260402,9.109103007712708,9.318707951494446,9.520174648995816
141,2006-01-01 23:30:00,8.590465252824274,23,30,6,1,0,8.590465252824274,8.817554618091155,9.037478849382008,9.249730464735908,9.453938131342875
142,2006-01-01 23:40:00,8.513284079823766,23,40,6,1,0,8.513284079823766,8.742625262972844,8.965001053324439,9.17985812345757,9.386780128326514
143,2006-01-01 23:50:00,8.435404594136521,23,50,6,1,0,8.435404594136521,8.666920842956923,8.89168671260402,9.109103007712708,9.318707951494446
144,2006-01-02 00:00:00,8.35685573621543,0,0,0,0,0,8.35685573621543,8.590465252824274,8.817554618091155,9.037478849382008,9.249730464735908
145,2006-01-02 00:10:00,8.277668100649446,0,10,0,0,0,8.277668100649446,8.513284079823766,8.742625262972844,8.965001053324439,9.17985812345757
146,2006-01-02 00:20:00,8.197873915832115,0,20,0,0,0,8.197873915832115,8.435404594136521,8.666920842956923,8.89168671260402,9.109103007712708
147,2006-01-02 00:30:00,8.117507018791695,0,30,0,0,0,8.117507018791695,8.35685573621543,8.590465252824274,8.817554618091155,9.037478849382008
148,2006-01-02 00:40:00,8.036602824424428,0,40,0,0,0,8.036602824424428,8.277668100649446,8.513284079823766,8.742625262972844,8.965001053324439
149,2006-01-02 00:50:00,7.955198288643949,0,50,0,0,0,7.955198288643949,8.197873915832115,8.435404594136521,8.666920842956923,8.89168671260402
150,2006-01-02 01:00:00,7.873331864831762,1,0,0,0,0,7.873331864831762,8.117507018791695,8.35685573621543,8.590465252824274,8.817554618091155
151,2006-01-02 01:10:00,7.791043453427967,1,10,0,0,0,7.791043453427967,8.036602824424428,8.277668100649446,8.513284079823766,8.742625262972844
152,2006-01-02 01:20:00,7.708374361222827,1,20,0,0,0,7.708374361222827,7.955198288643949,8.197873915832115,8.435404594136521,8.666920842956923
153,2006-01-02 01:30:00,7.625367301162086,1,30,0,0,0,7.625367301162086,7.873331864831762,8.117507018791695,8.35685573621543,8.590465252824274
154,2006-01-02 01:40:00,7.542066329402267,1,40,0,0,0,7.542066329402267,7.791043453427967,8.036602824424428,8.277668100649446,8.513284079823766
155,2006-01-02 01:50:00,7.458516757512296,1,50,0,0,0,7.458516757512296,7.708374361222827,7.955198288643949,8.197873915832115,8.435404594136521
156,2006-01-02 02:00:00,7.374765056819207,2,0,0,0,0,7.374765056819207,7.625367301162086,7.873331864831762,8.117507018791695,8.35685573621543
157,2006-01-02 02:10:00,7.29085875464995,2,10,0,0,0,7.29085875464995,7.542066329402267,7.791043453427967,8.036602824424428,8.277668100649446
158,2006-01-02 02:20:00,7.206846321868994,2,20,0,0,0,7.206846321868994,7.458516757512296,7.708374361222827,7.955198288643949,8.197873915832115
159,2006-01-02 02:30:00,7.122777051187956,2,30,0,0,0,7.122777051187956,7.374765056819207,7.625367301162086,7.873331864831762,8.117507018791695
160,2006-01-02 02:40:00,7.038700925583136,2,40,0,0,0,7.038700925583136,7.29085875464995,7.542066329402267,7.791043453427967,8.036602824424428
161,2006-01-02 02:50:00,6.954668476347308,2,50,0,0,0,6.954668476347308,7.206846321868994,7.458516757512296,7.708374361222827,7.955198288643949
162,2006-01-02 03:00:00,6.870730630133682,3,0,0,0,0,6.870730630133682,7.122777051187956,7.374765056819207,7.625367301162086,7.873331864831762
163,2006-01-02 03:10:00,6.786938544345027,3,10,0,0,0,6.786938544345027,7.038700925583136,7.29085875464995,7.542066329402267,7.791043453427967
164,2006-01-02 03:20:00,6.7033434300193235,3,20,0,0,0,6.7033434300193235,6.954668476347308,7.206846321868994,7.458516757512296,7.708374361222827
165,2006-01-02 03:30:00,6.61999636124596,3,30,0,0,0,6.61999636124596,6.870730630133682,7.122777051187956,7.374765056819207,7.625367301162086
166,2006-01-02 03:40:00,6.536948070136887,3,40,0,0,0,6.536948070136887,6.786938544345027,7.038700925583136,7.29085875464995,7.542066329402267
167,2006-01-02 03:50:00,6.454248726407176,3,50,0,0,0,6.454248726407176,6.7033434300193235,6.954668476347308,7.206846321868994,7.458516757512296
168,2006-01-02 04:00:00,6.371947700528612,4,0,0,0,0,6.371947700528612,6.61999636124596,6.870730630133682,7.122777051187956,7.374765056819207
169,2006-01-02 04:10:00,6.290093309596919,4,10,0,0,0,6.290093309596919,6.536948070136887,6.786938544345027,7.038700925583136,7.29085875464995
170,2006-01-02 04:20:00,6.208732544922295,4,20,0,0,0,6.208732544922295,6.454248726407176,6.7033434300193235,6.954668476347308,7.206846321868994
171,2006-01-02 04:30:00,6.1279107807164905,4,30,0,0,0,6.1279107807164905,6.371947700528612,6.61999636124596,6.870730630133682,7.122777051187956
172,2006-01-02 04:40:00,6.047671463933256,4,40,0,0,0,6.047671463933256,6.290093309596919,6.536948070136887,6.786938544345027,7.038700925583136
173,2006-01-02 04:50:00,5.968055786287902,4,50,0,0,0,5.968055786287902,6.208732544922295,6.454248726407176,6.7033434300193235,6.954668476347308
174,2006-01-02 05:00:00,5.889102339548373,5,0,0,0,0,5.889102339548373,6.1279107807164905,6.371947700528612,6.61999636124596,6.870730630133682
175,2006-01-02 05:10:00,5.810846754657039,5,10,0,0,0,5.810846754657039,6.047671463933256,6.290093309596919,6.536948070136887,6.786938544345027
176,2006-01-02 05:20:00,5.733321324460906,5,20,0,0,0,5.733321324460906,5.968055786287902,6.208732544922295,6.454248726407176,6.7033434300193235
177,2006-01-02 05:30:00,5.65655460938482,5,30,0,0,0,5.65655460938482,5.889102339548373,6.1279107807164905,6.371947700528612,6.61999636124596
178,2006-01-02 05:40:00,5.580571025237795,5,40,0,0,0,5.580571025237795,5.810846754657039,6.047671463933256,6.290093309596919,6.536948070136887
179,2006-01-02 05:50:00,5.505390412816123,5,50,0,0,0,5.505390412816123,5.733321324460906,5.968055786287902,6.208732544922295,6.454248726407176
180,2006-01-02 06:00:00,5.431027621695019,6,0,0,0,0,5.431027621695019,5.65655460938482,5.889102339548373,6.1279107807164905,6.371947700528612
181,2006-01-02 06:10:00,5.357492295530815,6,10,0,0,0,5.357492295530815,5.580571025237795,5.810846754657039,6.047671463933256,6.290093309596919
182,2006-01-02 06:20:00,5.284789339462126,6,20,0,0,0,5.284789339462126,5.505390412816123,5.733321324460906,5.968055786287902,6.208732544922295
183,2006-01-02 06:30:00,5.212920673651183,6,30,0,0,0,5.212920673651183,5.431027621695019,5.65655460938482,5.889102339548373,6.1279107807164905
184,2006-01-02 06:40:00,5.141887066158478,6,40,0,0,0,5.141887066158478,5.357492295530815,5.580571025237795,5.810846754657039,6.047671463933256
185,2006-01-02 06:50:00,5.071688937923614,6,50,0,0,0,5.071688937923614,5.284789339462126,5.505390412816123,5.733321324460906,5.968055786287902
186,2006-01-02 07:00:00,7.255145650453411,7,0,0,0,0,7.255145650453411,5.212920673651183,5.431027621695019,5.65655460938482,5.889102339548373
187,2006-01-02 07:10:00,20.10535163882445,7,10,0,0,0,20.10535163882445,5.141887066158478,5.357492295530815,5.580571025237795,5.810846754657039
188,2006-01-02 07:20:00,52.2933858094752,7,20,0,0,0,52.2933858094752,5.071688937923614,5.284789339462126,5.505390412816123,5.733321324460906
189,2006-01-02 07:30:00,83.50470156401747,7,30,0,0,0,83.50470156401747,7.255145650453411,5.212920673651183,5.431027621695019,5.65655460938482
190,2006-01-02 07:40:00,97.00695512848417,7,40,0,0,0,97.00695512848417,20.10535163882445,5.141887066158478,5.357492295530815,5.580571025237795
191,2006-01-02 07:50:00,96.07787415608183,7,50,0,0,0,96.07787415608183,52.2933858094752,5.071688937923614,5.284789339462126,5.505390412816123
192,2006-01-02 08:00:00,93.3427053578218,8,0,0,0,1,93.3427053578218,83.50470156401747,7.255145650453411,5.212920673651183,5.431027621695019
193,2006-01-02 08:10:00,92.52334287296796,8,10,0,0,1,92.52334287296796,97.00695512848417,20.10535163882445,5.141887066158478,5.357492295530815
194,2006-01-02 08:20:00,93.0255130720117,8,20,0,0,1,93.0255130720117,96.07787415608183,52.2933858094752,5.071688937923614,5.284789339462126
195,2006-01-02 08:30:00,92.00955759322036,8,30,0,0,1,92.00955759322036,93.3427053578218,83.50470156401747,7.255145650453411,5.212920673651183
196,2006-01-02 08:40:00,90.87492698490416,8,40,0,0,1,90.87492698490416,92.52334287296796,97.00695512848417,20.10535163882445,5.141887066158478
197,2006-01-02 08:50:00,93.86492688832328,8,50,0,0,1,93.86492688832328,93.0255130720117,96.07787415608183,52.2933858094752,5.071688937923614
198,2006-01-02 09:00:00,93.60169132845505,9,0,0,0,1,93.60169132845505,92.00955759322036,93.3427053578218,83.50470156401747,7.255145650453411
199,2006-01-02 09:10:00,94.98813462424236,9,10,0,0,1,94.98813462424236,90.87492698490416,92.52334287296796,97.00695512848417,20.10535163882445
200,2006-01-02 09:20:00,92.67477706564858,9,20,0,0,1,92.67477706564858,93.86492688832328,93.0255130720117,96.07787415608183,52.2933858094752
